mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.27298455238342284,0.08952430809466401,0.014560127258300781,0.008731043851208585,gini,10,5,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5}",0.8224155578300921,0.8346980552712385,0.8403275332650972,0.8376856118791602,0.8207885304659498,0.8311830577423075,0.008039590817045772,19
0.19688138961791993,0.020289833300893442,0.0219451904296875,0.012417421177532596,gini,10,10,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 10}",0.8229273285568065,0.8372569089048106,0.8469805527123848,0.8387096774193549,0.8218125960061444,0.8335374127199003,0.009709275974730824,13
0.17483534812927246,0.03363338866243229,0.013165092468261719,0.009574580278502687,gini,10,20,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 20}",0.8300921187308086,0.8377686796315251,0.8454452405322416,0.8402457757296466,0.8284690220174091,0.8364041673283262,0.006343017298037695,7
0.129761266708374,0.03973004791218515,0.01216716766357422,0.002554734193214884,gini,10,50,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 50}",0.842374616171955,0.8408393039918116,0.8464687819856704,0.8310291858678955,0.8330773169482847,0.8387578409931236,0.005811585418254889,3
0.15758557319641114,0.029927955781459858,0.015958690643310548,0.010833263099810106,gini,10,100,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 100}",0.8362333674513818,0.8331627430910952,0.8377686796315251,0.8187403993855606,0.8253968253968254,0.8302604029912777,0.007167132909276243,29
0.17584004402160644,0.07052128328551788,0.03390898704528809,0.025583429877729526,gini,10,150,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 150}",0.8300921187308086,0.81985670419652,0.8229273285568065,0.8131080389144906,0.8084997439836149,0.8188967868764481,0.0075380404179099395,52
0.24884300231933593,0.010813378287356859,0.02403731346130371,0.011909603935850912,gini,20,5,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 5}",0.7988741044012283,0.8167860798362334,0.8275332650972365,0.8141321044546851,0.8141321044546851,0.8142915316488137,0.009157665339741142,57
0.275270414352417,0.07944381204127327,0.009175968170166016,0.0015952355434882847,gini,20,10,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 10}",0.8203684749232344,0.8280450358239508,0.8290685772773797,0.82642089093702,0.8289810547875064,0.8265768067498183,0.003246928376559421,36
0.17195744514465333,0.045803960651831274,0.012365579605102539,0.007373904538360243,gini,20,20,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 20}",0.8306038894575231,0.8290685772773797,0.845957011258956,0.8315412186379928,0.8325652841781874,0.8339471961620077,0.006114126089338981,12
0.19398655891418456,0.019548635703364084,0.02114129066467285,0.008546085472687318,gini,20,50,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 50}",0.8474923234390993,0.8418628454452405,0.8449334698055271,0.8310291858678955,0.8330773169482847,0.8396790283012094,0.0065088887017850676,2
0.10292582511901856,0.05259342897075799,0.008576679229736327,0.004787449103900835,gini,20,100,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 100}",0.8362333674513818,0.8331627430910952,0.8377686796315251,0.8187403993855606,0.8253968253968254,0.8302604029912777,0.007167132909276243,29
0.048374509811401366,0.006420428100602932,0.008178043365478515,0.0017161450368632092,gini,20,150,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 150}",0.8300921187308086,0.81985670419652,0.8229273285568065,0.8131080389144906,0.8084997439836149,0.8188967868764481,0.0075380404179099395,52
0.049666643142700195,0.017416002907453574,0.01645832061767578,0.005029042341716165,entropy,2,5,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 5}",0.8259979529170931,0.8259979529170931,0.8285568065506653,0.8202764976958525,0.819252432155658,0.8240163284472726,0.003609727258746786,39
0.06505203247070312,0.01884767882937149,0.009260845184326173,0.002576894698384611,entropy,2,10,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10}",0.8259979529170931,0.8259979529170931,0.8285568065506653,0.8202764976958525,0.819252432155658,0.8240163284472726,0.003609727258746786,39
0.050264739990234376,0.007479008870013685,0.010572099685668945,0.0013528320838136758,entropy,2,20,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 20}",0.8259979529170931,0.8259979529170931,0.8285568065506653,0.8202764976958525,0.819252432155658,0.8240163284472726,0.003609727258746786,39
