mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_logistic_Reg__C,param_logistic_Reg__penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.08457479476928711,0.011024047848439673,0.01615605354309082,0.01459576067475755,0.004291934260128779,l2,"{'logistic_Reg__C': 0.004291934260128779, 'logistic_Reg__penalty': 'l2'}",0.8152507676560901,0.8244626407369499,0.8183213920163767,0.8243727598566308,0.8207885304659498,0.8206392181463995,0.003549307110754721,39
0.037101364135742186,0.017416801810323852,0.0,0.0,0.0062505519252739694,l1,"{'logistic_Reg__C': 0.0062505519252739694, 'logistic_Reg__penalty': 'l1'}",,,,,,,,89
0.09914193153381348,0.01881985481301468,0.030717897415161132,0.021046585452695592,0.0062505519252739694,l2,"{'logistic_Reg__C': 0.0062505519252739694, 'logistic_Reg__penalty': 'l2'}",0.8116683725690891,0.8275332650972365,0.8203684749232344,0.8243727598566308,0.8182283666154634,0.8204342478123309,0.005433575806818141,40
0.07341060638427735,0.024791449126541902,0.0,0.0,0.009102981779915217,l1,"{'logistic_Reg__C': 0.009102981779915217, 'logistic_Reg__penalty': 'l1'}",,,,,,,,86
0.13244891166687012,0.01839309406183479,0.014159393310546876,0.010431373241520176,0.009102981779915217,l2,"{'logistic_Reg__C': 0.009102981779915217, 'logistic_Reg__penalty': 'l2'}",0.8152507676560901,0.8280450358239508,0.8229273285568065,0.8248847926267281,0.819252432155658,0.8220720713638467,0.004445215849612954,2
0.03771018981933594,0.01998185601784546,0.0,0.0,0.013257113655901081,l1,"{'logistic_Reg__C': 0.013257113655901081, 'logistic_Reg__penalty': 'l1'}",,,,,,,,82
0.18272604942321777,0.04450771808817757,0.009174060821533204,0.0032390499996532247,0.013257113655901081,l2,"{'logistic_Reg__C': 0.013257113655901081, 'logistic_Reg__penalty': 'l2'}",0.8172978505629478,0.8275332650972365,0.8239508700102354,0.8238607270865336,0.8207885304659498,0.8226862486445807,0.0034382671063502134,1
0.05285477638244629,0.030980500517064177,0.0,0.0,0.019306977288832496,l1,"{'logistic_Reg__C': 0.019306977288832496, 'logistic_Reg__penalty': 'l1'}",,,,,,,,80
0.11050686836242676,0.03274813232504205,0.015356922149658203,0.00831067862367333,0.019306977288832496,l2,"{'logistic_Reg__C': 0.019306977288832496, 'logistic_Reg__penalty': 'l2'}",0.8152507676560901,0.8275332650972365,0.8249744114636642,0.8228366615463389,0.8197644649257553,0.8220719141378169,0.004258827181719478,3
0.037897491455078126,0.017436345317551373,0.0,0.0,0.02811768697974228,l1,"{'logistic_Reg__C': 0.02811768697974228, 'logistic_Reg__penalty': 'l1'}",,,,,,,,78
0.1040283203125,0.0373824143751375,0.012765169143676758,0.011077712951161368,0.02811768697974228,l2,"{'logistic_Reg__C': 0.02811768697974228, 'logistic_Reg__penalty': 'l2'}",0.8157625383828045,0.8285568065506653,0.8254861821903787,0.821300563236047,0.8177163338453661,0.8217644848410524,0.004745793429849261,4
0.029721832275390624,0.005061865077724634,0.0,0.0,0.040949150623804234,l1,"{'logistic_Reg__C': 0.040949150623804234, 'logistic_Reg__penalty': 'l1'}",,,,,,,,76
0.11041054725646973,0.030905404110639165,0.021143293380737303,0.021698624969908962,0.040949150623804234,l2,"{'logistic_Reg__C': 0.040949150623804234, 'logistic_Reg__penalty': 'l2'}",0.8162743091095189,0.8285568065506653,0.8249744114636642,0.8197644649257553,0.8161802355350742,0.8211500455169357,0.004896479025796956,17
0.028524303436279298,0.013239046530446408,0.0,0.0,0.05963623316594643,l1,"{'logistic_Reg__C': 0.05963623316594643, 'logistic_Reg__penalty': 'l1'}",,,,,,,,74
0.12287735939025879,0.054111144831796215,0.017156314849853516,0.01549278700603553,0.05963623316594643,l2,"{'logistic_Reg__C': 0.05963623316594643, 'logistic_Reg__penalty': 'l2'}",0.8162743091095189,0.8280450358239508,0.8249744114636642,0.8202764976958525,0.8172043010752689,0.821354911033651,0.004517999719741194,6
0.0530606746673584,0.03198811307637729,0.0,0.0,0.08685113737513521,l1,"{'logistic_Reg__C': 0.08685113737513521, 'logistic_Reg__penalty': 'l1'}",,,,,,,,73
0.09545087814331055,0.022307323694346584,0.011168670654296876,0.00796467237203988,0.08685113737513521,l2,"{'logistic_Reg__C': 0.08685113737513521, 'logistic_Reg__penalty': 'l2'}",0.8162743091095189,0.8280450358239508,0.8249744114636642,0.8207885304659498,0.8161802355350742,0.8212525044796315,0.0047056707690966764,11
0.03401260375976563,0.025097985509235834,0.0,0.0,0.12648552168552957,l1,"{'logistic_Reg__C': 0.12648552168552957, 'logistic_Reg__penalty': 'l1'}",,,,,,,,58
0.0885622501373291,0.026918355747709777,0.006980466842651367,0.001408919332836214,0.12648552168552957,l2,"{'logistic_Reg__C': 0.12648552168552957, 'logistic_Reg__penalty': 'l2'}",0.8172978505629478,0.8280450358239508,0.8249744114636642,0.8207885304659498,0.8161802355350742,0.8214572127703175,0.004502533019801374,5
0.04991927146911621,0.034014279473907824,0.0,0.0,0.18420699693267145,l1,"{'logistic_Reg__C': 0.18420699693267145, 'logistic_Reg__penalty': 'l1'}",,,,,,,,75
0.1130976676940918,0.03851115332373605,0.015957450866699217,0.01654514816120977,0.18420699693267145,l2,"{'logistic_Reg__C': 0.18420699693267145, 'logistic_Reg__penalty': 'l2'}",0.8172978505629478,0.8280450358239508,0.8239508700102354,0.8207885304659498,0.8166922683051715,0.821354911033651,0.00424305400723932,6
0.024532794952392578,0.007043457535810531,0.0,0.0,0.2682695795279725,l1,"{'logistic_Reg__C': 0.2682695795279725, 'logistic_Reg__penalty': 'l1'}",,,,,,,,77
0.07320117950439453,0.01917180494761094,0.007581281661987305,0.0013556863599575018,0.2682695795279725,l2,"{'logistic_Reg__C': 0.2682695795279725, 'logistic_Reg__penalty': 'l2'}",0.8172978505629478,0.8280450358239508,0.823439099283521,0.8207885304659498,0.8166922683051715,0.8212525568883082,0.004184972935138078,8
0.03171606063842773,0.015169618119762517,0.0,0.0,0.3906939937054613,l1,"{'logistic_Reg__C': 0.3906939937054613, 'logistic_Reg__penalty': 'l1'}",,,,,,,,79
0.1380303382873535,0.05149864512660591,0.010372114181518555,0.00232684727959492,0.3906939937054613,l2,"{'logistic_Reg__C': 0.3906939937054613, 'logistic_Reg__penalty': 'l2'}",0.8172978505629478,0.8280450358239508,0.823439099283521,0.8202764976958525,0.8166922683051715,0.8211501503342887,0.0042013076025016515,12
0.04009408950805664,0.026971139308376416,0.0,0.0,0.5689866029018293,l1,"{'logistic_Reg__C': 0.5689866029018293, 'logistic_Reg__penalty': 'l1'}",,,,,,,,81
0.08034691810607911,0.023318366795699243,0.007689428329467773,0.002190030252330659,0.5689866029018293,l2,"{'logistic_Reg__C': 0.5689866029018293, 'logistic_Reg__penalty': 'l2'}",0.8172978505629478,0.8280450358239508,0.823439099283521,0.8202764976958525,0.8166922683051715,0.8211501503342887,0.0042013076025016515,12
0.027128028869628906,0.009061914234446944,0.0,0.0,0.8286427728546842,l1,"{'logistic_Reg__C': 0.8286427728546842, 'logistic_Reg__penalty': 'l1'}",,,,,,,,83
0.06004042625427246,0.011449417376552914,0.0071795940399169925,0.0023098591161605183,0.8286427728546842,l2,"{'logistic_Reg__C': 0.8286427728546842, 'logistic_Reg__penalty': 'l2'}",0.8172978505629478,0.8280450358239508,0.823439099283521,0.8202764976958525,0.8166922683051715,0.8211501503342887,0.0042013076025016515,12
0.022542953491210938,0.007128227555278215,0.0,0.0,1.2067926406393288,l1,"{'logistic_Reg__C': 1.2067926406393288, 'logistic_Reg__penalty': 'l1'}",,,,,,,,85
0.26682114601135254,0.09929580316126707,0.014161252975463867,0.0069776575281111615,1.2067926406393288,l2,"{'logistic_Reg__C': 1.2067926406393288, 'logistic_Reg__penalty': 'l2'}",0.8172978505629478,0.8285568065506653,0.823439099283521,0.8202764976958525,0.8166922683051715,0.8212525044796317,0.0043708501779604276,9
0.06941657066345215,0.03585714848653654,0.0,0.0,1.7575106248547894,l1,"{'logistic_Reg__C': 1.7575106248547894, 'logistic_Reg__penalty': 'l1'}",,,,,,,,87
0.08716206550598145,0.021635090510442576,0.010572433471679688,0.0019548312758344436,1.7575106248547894,l2,"{'logistic_Reg__C': 1.7575106248547894, 'logistic_Reg__penalty': 'l2'}",0.8172978505629478,0.8285568065506653,0.823439099283521,0.8202764976958525,0.8166922683051715,0.8212525044796317,0.0043708501779604276,9
0.07082428932189941,0.052268923297154435,0.0,0.0,2.559547922699533,l1,"{'logistic_Reg__C': 2.559547922699533, 'logistic_Reg__penalty': 'l1'}",,,,,,,,88
0.052858495712280275,0.012441046449717687,0.006183815002441406,0.0007461117411944788,2.559547922699533,l2,"{'logistic_Reg__C': 2.559547922699533, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.823439099283521,0.8202764976958525,0.8166922683051715,0.8211501503342887,0.004467190079456016,12
0.023140144348144532,0.005619573508778422,0.0,0.0,3.727593720314938,l1,"{'logistic_Reg__C': 3.727593720314938, 'logistic_Reg__penalty': 'l1'}",,,,,,,,90
0.032115745544433597,0.010256244826345112,0.004586553573608399,0.0007987549977884068,3.727593720314938,l2,"{'logistic_Reg__C': 3.727593720314938, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.823439099283521,0.8202764976958525,0.8166922683051715,0.8211501503342887,0.004467190079456016,12
0.02293872833251953,0.013719235265036829,0.0,0.0,5.428675439323859,l1,"{'logistic_Reg__C': 5.428675439323859, 'logistic_Reg__penalty': 'l1'}",,,,,,,,91
0.03245444297790527,0.00693960396040056,0.004188346862792969,0.0011625341297158162,5.428675439323859,l2,"{'logistic_Reg__C': 5.428675439323859, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.009974908828735352,0.0018916001895213567,0.0,0.0,7.9060432109076855,l1,"{'logistic_Reg__C': 7.9060432109076855, 'logistic_Reg__penalty': 'l1'}",,,,,,,,93
0.031118154525756836,0.0073393946884484345,0.0035944461822509767,0.00048162775177251494,7.9060432109076855,l2,"{'logistic_Reg__C': 7.9060432109076855, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.011828136444091798,0.008245995458301578,0.0,0.0,11.513953993264458,l1,"{'logistic_Reg__C': 11.513953993264458, 'logistic_Reg__penalty': 'l1'}",,,,,,,,94
0.022634029388427734,0.0019938156433200026,0.0033951282501220705,0.0004840881830030522,11.513953993264458,l2,"{'logistic_Reg__C': 11.513953993264458, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.007373142242431641,0.001015991746552016,0.0,0.0,16.768329368110066,l1,"{'logistic_Reg__C': 16.768329368110066, 'logistic_Reg__penalty': 'l1'}",,,,,,,,96
0.03498320579528809,0.016435563951136392,0.003197050094604492,0.0003963959829374186,16.768329368110066,l2,"{'logistic_Reg__C': 16.768329368110066, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.007167291641235351,0.0009834797356296679,0.0,0.0,24.420530945486497,l1,"{'logistic_Reg__C': 24.420530945486497, 'logistic_Reg__penalty': 'l1'}",,,,,,,,97
0.03469452857971191,0.01256700067000882,0.006586885452270508,0.005729475805607419,24.420530945486497,l2,"{'logistic_Reg__C': 24.420530945486497, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.01057133674621582,0.0010171120298133039,0.0,0.0,35.564803062231285,l1,"{'logistic_Reg__C': 35.564803062231285, 'logistic_Reg__penalty': 'l1'}",,,,,,,,72
0.03211379051208496,0.007631375468396738,0.006382989883422852,0.002720460385718993,35.564803062231285,l2,"{'logistic_Reg__C': 35.564803062231285, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.011177539825439453,0.0011563026778910043,0.0,0.0,51.79474679231202,l1,"{'logistic_Reg__C': 51.79474679231202, 'logistic_Reg__penalty': 'l1'}",,,,,,,,99
0.028923511505126953,0.006017352677269563,0.0039886474609375,0.001261766025966136,51.79474679231202,l2,"{'logistic_Reg__C': 51.79474679231202, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.007976341247558593,0.0012633158249375693,0.0,0.0,75.43120063354607,l1,"{'logistic_Reg__C': 75.43120063354607, 'logistic_Reg__penalty': 'l1'}",,,,,,,,55
0.029276657104492187,0.010962941116953737,0.01895456314086914,0.026338850132847674,75.43120063354607,l2,"{'logistic_Reg__C': 75.43120063354607, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.009783124923706055,0.0023805974067949444,0.0,0.0,109.85411419875572,l1,"{'logistic_Reg__C': 109.85411419875572, 'logistic_Reg__penalty': 'l1'}",,,,,,,,53
0.037583446502685545,0.022188452485139884,0.004202032089233398,0.0017180002997256123,109.85411419875572,l2,"{'logistic_Reg__C': 109.85411419875572, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.008790683746337891,0.001171234771732987,0.0,0.0,159.98587196060572,l1,"{'logistic_Reg__C': 159.98587196060572, 'logistic_Reg__penalty': 'l1'}",,,,,,,,57
0.03590250015258789,0.008246658124005027,0.004987478256225586,0.0008916978146725793,159.98587196060572,l2,"{'logistic_Reg__C': 159.98587196060572, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.02533559799194336,0.021828733835752675,0.0,0.0,232.99518105153672,l1,"{'logistic_Reg__C': 232.99518105153672, 'logistic_Reg__penalty': 'l1'}",,,,,,,,52
0.030120277404785158,0.002705022871219135,0.005784273147583008,0.0031786546914993577,232.99518105153672,l2,"{'logistic_Reg__C': 232.99518105153672, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.027925777435302734,0.008391505761893623,0.0,0.0,339.3221771895323,l1,"{'logistic_Reg__C': 339.3221771895323, 'logistic_Reg__penalty': 'l1'}",,,,,,,,56
0.04140067100524902,0.008934389805582216,0.006581354141235352,0.0013533664802903415,339.3221771895323,l2,"{'logistic_Reg__C': 339.3221771895323, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.014762353897094727,0.003908261515451851,0.0,0.0,494.1713361323828,l1,"{'logistic_Reg__C': 494.1713361323828, 'logistic_Reg__penalty': 'l1'}",,,,,,,,70
0.05222725868225098,0.014333611082276819,0.005802822113037109,0.0011825190084530609,494.1713361323828,l2,"{'logistic_Reg__C': 494.1713361323828, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.020348787307739258,0.008999791269815946,0.0,0.0,719.6856730011514,l1,"{'logistic_Reg__C': 719.6856730011514, 'logistic_Reg__penalty': 'l1'}",,,,,,,,60
0.03730111122131348,0.004212539745154468,0.005584049224853516,0.0004886558332709923,719.6856730011514,l2,"{'logistic_Reg__C': 719.6856730011514, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.01296548843383789,0.002092260252427471,0.0,0.0,1048.1131341546852,l1,"{'logistic_Reg__C': 1048.1131341546852, 'logistic_Reg__penalty': 'l1'}",,,,,,,,61
0.03071765899658203,0.004520797762183959,0.005784463882446289,0.0007471048834897498,1048.1131341546852,l2,"{'logistic_Reg__C': 1048.1131341546852, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.013764047622680664,0.0031761214040401434,0.0,0.0,1526.4179671752302,l1,"{'logistic_Reg__C': 1526.4179671752302, 'logistic_Reg__penalty': 'l1'}",,,,,,,,63
0.03740506172180176,0.004767274650287864,0.005184841156005859,0.0011634907311800973,1526.4179671752302,l2,"{'logistic_Reg__C': 1526.4179671752302, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.011668539047241211,0.00171554319853922,0.0,0.0,2222.996482526191,l1,"{'logistic_Reg__C': 2222.996482526191, 'logistic_Reg__penalty': 'l1'}",,,,,,,,64
0.030376434326171875,0.0025852940364747066,0.005186700820922851,0.0014647925775873167,2222.996482526191,l2,"{'logistic_Reg__C': 2222.996482526191, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.011171054840087891,0.004522659102480009,0.0,0.0,3237.45754281764,l1,"{'logistic_Reg__C': 3237.45754281764, 'logistic_Reg__penalty': 'l1'}",,,,,,,,66
0.0488701343536377,0.009792296876178396,0.00658259391784668,0.0021484206620451976,3237.45754281764,l2,"{'logistic_Reg__C': 3237.45754281764, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.012802553176879884,0.0012015954213341693,0.0,0.0,4714.8663634573895,l1,"{'logistic_Reg__C': 4714.8663634573895, 'logistic_Reg__penalty': 'l1'}",,,,,,,,67
0.029381322860717773,0.0023278367763687586,0.004587602615356445,0.0011970448011281417,4714.8663634573895,l2,"{'logistic_Reg__C': 4714.8663634573895, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.010572195053100586,0.0007956037201274486,0.0,0.0,6866.488450042998,l1,"{'logistic_Reg__C': 6866.488450042998, 'logistic_Reg__penalty': 'l1'}",,,,,,,,69
0.033513784408569336,0.009430370019945308,0.004984569549560547,0.001409664275154025,6866.488450042998,l2,"{'logistic_Reg__C': 6866.488450042998, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
0.01276535987854004,0.0014654215480906722,0.0,0.0,10000.0,l1,"{'logistic_Reg__C': 10000.0, 'logistic_Reg__penalty': 'l1'}",,,,,,,,84
0.02572951316833496,0.0027073438160335854,0.004190874099731445,0.00039784017233300767,10000.0,l2,"{'logistic_Reg__C': 10000.0, 'logistic_Reg__penalty': 'l2'}",0.8167860798362334,0.8285568065506653,0.8229273285568065,0.8202764976958525,0.8166922683051715,0.821047796188946,0.004419177057258666,18
